Community,Complaints,date,link
Woburn,12.0,2022-05-01,https://www.massport.com/media/pqies23d/may-2022-complaints-for-website.pdf
Arlington,943.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Belmont,82.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Beverly,2.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Boston,53.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Braintree,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Cambridge,143.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Canton,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Charlestown,15.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Chelmsford,71.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Chelsea,12.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Cohasset,60.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Danvers,7.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Dorchester,2.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Dover,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
East Boston,33.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Easton,5.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Everett,3.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Framingham,3.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Gloucester,8.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Grafton,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Hull,28.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Hyde Park,2.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Ipswich,6.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Jamaica Plain,20.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Lynn,11.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Malden,252.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Marblehead,281.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Marshfield,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Medford,7082.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Melrose,98.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Milton,2107.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Nahant,15.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Newton,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Norton,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Norwell,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Peabody,6.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Quincy,8.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Revere,1739.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Roslindale,28.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Roxbury,44.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Salem,4.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Shirley,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Somerville,3847.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
South Boston,2.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
South End,5.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
South Hamilton,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Watertown,193.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Wenham,30.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
West Roxbury,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Weston,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Weymouth,144.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Whitman,1.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Winchester,13.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Winthrop,8247.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Woburn,148.0,2022-06-01,https://www.massport.com/media/dpgngwif/june-2022-complaints-for-website.pdf
Arlington,768.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Ayer,3.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Belmont,65.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Beverly,8.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Boston,25.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Cambridge,152.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Carlisle,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Charlestown,5.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Chelmsford,3.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Chelsea,10.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Cohasset,50.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Danvers,7.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Dorchester,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
East Boston,12.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Easton,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Everett,2.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Gloucester,10.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Hingham,2.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Hopkinton,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Hull,46.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Ipswich,7.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Jamaica Plain,4.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Lynn,16.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Malden,128.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Marblehead,146.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Medford,5004.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Melrose,43.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Millis,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Milton,1185.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Nahant,20.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Randolph,3.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Revere,1675.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Roslindale,10.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Roxbury,51.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Salem,23.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Somerville,3398.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
South Boston,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
South End,5.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Swampscott,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Waltham,1.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Watertown,49.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Wenham,121.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
West Roxbury,8.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Weymouth,16.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Winchester,687.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Winthrop,6329.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Woburn,70.0,2022-07-01,https://www.massport.com/media/ervmxs2y/july-2022-complaints-for-website.pdf
Allston,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Arlington,699.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Ayer,3.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Belmont,80.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Beverly,2.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Braintree,2.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Brookline,2.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Cambridge,113.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Carlisle,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Charlestown,4.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Chelmsford,76.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Chelsea,16.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Cohasset,11.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Danvers,16.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
East Boston,16.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Gloucester,3.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Hamilton,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Hull,42.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Jamaica Plain,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Lynn,11.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Malden,86.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Marblehead,124.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Medford,3638.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Melrose,55.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Milton,2722.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Nahant,20.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Newton,2.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Quincy,3.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Randolph,2.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Revere,670.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Roslindale,7.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Roxbury,11.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Salem,3.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Somerville,2929.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
South End,11.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Swampscott,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Watertown,159.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Westwood,1.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Weymouth,191.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Winchester,716.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Winthrop,8119.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Woburn,142.0,2022-08-01,https://www.massport.com/media/cewm3xti/august-2022-complaints-for-website.pdf
Arlington,290.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Ayer,8.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Belmont,149.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Beverly,6.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Boston,8.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Cambridge,220.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Canton,1.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Charlestown,7.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Chelmsford,251.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Chelsea,32.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Cohasset,45.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Danvers,4.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Dorchester,2.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
East Boston,26.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Essex,1.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Everett,6.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Framingham,3.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Gloucester,1.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Holbrook,1.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Hull,37.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
Ipswich,1.0,2022-09-01,https://www.massport.com/media/1rdnkpby/september-2022-complaints-for-website.pdf
